Soil.w	Location.w	Sub_site.w	subsite_id.w	state	gps_n	gps_w	altitude	Visibilty.w	Temp.w	soil_condition	Collection_date.w	Day.w	collection_time.w
1265	MLBS	D16	1m-West	VA	37.37715	-80.52193	1181	sunny		average	26/06/17	177	12:27
1266	MLBS	D17	Trail	VA	37.37779	-80.52189	1176	sunny		average	26/06/17	177	13:00
1267	MLBS	D17	Center	VA	37.37777	-80.52166	1170	sunny		wet	26/06/17	177	13:03
1268	MLBS	D17	Far	VA	37.3779	-80.52175	1167	sunny		wet	26/06/17	177	13:07
1269	MLBS	D18	Trail	VA	37.37756	-80.52203	1151	overcast	humid	average	4/07/17	185	10:29
1270	MLBS	D18	Center	VA	37.37757	-80.52193	1174	overcast	humid	average	4/07/17	185	10:33
1271	MLBS	D18	Far	VA	37.37756	-80.52186	1170	overcast	humid	average	4/07/17	185	10:36
1272	MLBS	ST1	ST1	VA	37.36571	-80.51995	1244	overcast	humid	average	4/07/17	185	12:45
1273	MLBS	ST3	ST3	VA	37.36544	-80.52124	1233	overcast	humid	average	4/07/17	185	13:11
1274	MLBS	ST4	ST4	VA	37.36319	-80.51961	1272	overcast	humid	average	4/07/17	185	13:30
1275	MLBS	SR1	SR1	VA	37.3717	-80.52123	1192	overcast	humid	average	4/07/17	185	13:57
1276	GSNP	GSNP15	not applicable	NC	35.60852	-83.44736	1640	overcast	light	average	4/06/17	155	10:40
1277	GSNP	GSNP7	not applicable	NC	35.58543	-83.07417	1487	sunny	hot	dry	4/06/17	155	8:12
1278	GSNP	GSNP16	not applicable	NC	35.60821	-83.44783	1642	overcast	light	dry	4/06/17	155	10:45
1279	CBTF	CBTF1	not applicable	VA	37.844079	-79.07655098	744	rainy		wet	5/06/17	156	14:03
1280	CBTF	CBTF3	not applicable	VA	37.845071	-79.07681803	711	rainy		wet	5/06/17	156	14:18
1281	CBTF	CBTF5	not applicable	VA	37.84743302	-79.07864202	658	rainy		wet	5/06/17	156	14:35
1282	CBTF	CBTF7	not applicable	VA	37.84794297	-79.07774599	614	rainy		wet	5/06/17	156	14:54
1283	CBTF	CBTF9	not applicable	VA	37.85036098	-79.07899498	531	rainy		wet	5/06/17	156	15:15
1284	CBTF	CBTF2	not applicable	VA	37.84499899	-79.07737501	731	rainy		wet	5/06/17	156	14:11
1285	CBTF	CBTF6	not applicable	VA	37.84661301	-79.07727099	642	rainy		wet	5/06/17	156	14:45
1286	CBTF	CBTF10	not applicable	VA	37.85125801	-79.07914401	505	rainy		wet	5/06/17	156	15:23
1287	GSNP	GSNP28	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	5/06/17	156	not recorded
1288	GSNP	GSNP29	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	5/06/17	156	not recorded
1289	GSNP	GSNP33	not applicable	TN	35.62202	-83.47009	1234	not	recorded	not recorded	6/06/17	157	not recorded
1290	GSNP	GSNP34	not applicable	TN	35.6152	-83.47002	1351	not	recorded	not recorded	6/06/17	157	not recorded
1291	GSNP	GSNP35	not applicable	TN	35.6152	-83.47002	1351	not	recorded	not recorded	6/06/17	157	not recorded
1292	GSNP	GSNP37	not applicable	TN	35.6152	-83.47002	1351	not	recorded	not recorded	6/06/17	157	not recorded
1293	GSNP	GSNP41	not applicable	TN	35.61113	-83.46387	1417	not	recorded	not recorded	6/06/17	157	not recorded
1294	GSNP	GSNP44	not applicable	TN	35.61047	-83.45815	1464	not	recorded	not recorded	6/06/17	157	not recorded
1295	GSNP	GSNP46	not applicable	TN	35.60978	-83.44764	1600	not	recorded	not recorded	7/06/17	158	not recorded
1296	GSNP	GSNP47	not applicable	TN	35.60978	-83.44764	1600	not	recorded	not recorded	7/06/17	158	not recorded
1297	GSNP	GSNP50	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	7/06/17	158	not recorded
1298	GSNP	GSNP51	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	7/06/17	158	not recorded
1299	GSNP	GSNP52	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	7/06/17	158	not recorded
1300	GSNP	GSNP53	not applicable	TN	35.61116	-83.44381	1706	not	recorded	not recorded	7/06/17	158	not recorded
1301	VCTX	VCTX50	not applicable	TX	30.15242	94.10023	11	sunny	warm	water logged	18/05/17	138	11:50
1302	CBTF	CBTF4	not applicable	VA	37.84603097	-79.077459	685	rainy		wet	5/06/17	156	14:25
1303	CBTF	CBTF8	not applicable	VA	37.84912901	-79.07900403	584	rainy		wet	5/06/17	156	15:04
1304	MLBS	C1	not applicable	VA	37.37287	-80.51872	1201	sunny		average	10/07/17	191	10:50
1305	MLBS	C2	not applicable	VA	37.37287	-80.51871	1210	sunny		average	10/07/17	191	10:56
1306	MISL	MISL2	not applicable	NH	43.7417	-71.5308	177	overcast		average	14/07/17	195	12:00
1307	MISL	MISL4	not applicable	NH	43.7426	-71.5328	172	overcast		average	14/07/17	195	12:00
1308	NHPA	NHPA24	not applicable	NH	43.4423	-71.8235	243	rainy		average	13/07/17	194	14:30
1309	NHPA	NHPA28	not applicable	NH	43.4318	-71.8363	257	rainy		average	13/07/17	194	14:30
1310	CHNH	CHNH5	not applicable	NH	43.6948	-71.5057	233	rainy	thunderstorms	wet	8/07/17	189	11:30
1311	KYRF	KYRF1	not applicable	KY	37.47339	83.15068	261	sunny		average	16/08/17	228	8:48
