Soil	Collection_date		Day	Time	gps_n	gps+w	Altitude	5 day rainfall															
1000	2016-07-17	2016-01-01	198	17:13:41	37.847222	-79.077643	676.4	0															
1001	2016-07-17	2016-01-01	198	17:26:03	37.846983	-79.078253	688.9	0															
1002	2016-07-17	2016-01-01	198	17:43:56	37.845635	-79.076968	736	0															
1003	2016-07-17	2016-01-01	198	18:13:03	37.844452	-79.076393	750.6	0															
1004			0		37.429368	-80.4895	952.23	0															
1005			0		37.428902	-80.489064	942.8	0															
1006			0		37.597925	-80.226372	540.34	0															
1007			0		37.59751	-80.228802	537.06	0															
1008			0		37.523689	-80.261227	1043.47	0															
1009			0		0	0		0															
1010			0		37.542323	-80.141217	516.7	0															
1011			0		0	0		0															
1012			0		37.602933	-80.079007	573.97	0															
1013			0		0	0		0															
1014			0		37.537188	-79.975093	609.32	0															
1015			0		0	0		0															
1016			0		37.451805	-80.074014	454.8	0															
1017			0		0	0		0															
1018			0		37.344467	-80.254475	845.55	0															
1019			0		0	0		0															
1020			0		37.384817	-80.452973	0	0															
1021			0		37.381445	-80.444408	0	0															
1022			0		37.469627	-80.34823	0	0															
1023			0		37.469488	-80.348151	0	0															
1024			0		37.450404	-80.312883	0	0															
1025			0		37.450126	-80.312767	0	0															
1026			0		37.324774	-80.360419	0	0															
1027			0		0	0		0															
1028			0		37.281682	-80.470183	0	0															
1029			0		0	0		0															
1030			0		37.352725	-80.600651	0	0															
1031			0		0	0		0															
1032	2016-07-31	2016-01-01	212	13:16:47	37.3657	-80.51998333	1239.6	0															
1033	2016-07-31	2016-01-01	212	13:46:00	37.36548333	-80.52125	1245.2	0															
1034	2016-07-31	2016-01-01	212	14:21:52	37.36325	-80.51946667	1284	0															
1036	2016-07-31	2016-01-01	212	14:46:57	37.371582	-80.521312	1218.2	0															
1037	2016-10-20	2016-01-01	293	12:45:00	37.37431667	-80.52046667	1167	0															
1038	2016-10-20	2016-01-01	293	12:45:00	37.37446667	-80.52031667	1181	0															
1039	2016-10-20	2016-01-01	293	14:30:00	37.35361667	-80.53618333	1251	0															
1040	2016-10-20	2016-01-01	293	14:30:00	37.35358333	-80.53615	1255	0															
1041	2016-10-03	2016-01-01	276	11:20:00	37.37291667	-80.51873333	1208	100.076															
1042	2016-10-03	2016-01-01	276	11:30:00	37.37293333	-80.51875	1206	100.076															
1043	2016-10-20	2016-01-01	293	15:00:00	37.37738333	-80.52206667	1171	0															
1044	2016-10-20	2016-01-01	293	15:00:00	37.37736667	-80.52203333	1176	0															
1045	2016-10-03	2016-01-01	276	14:00:00	37.37445	-80.52033333	1194	100.076															
1046	2016-10-03	2016-01-01	276	14:00:00	37.37445	-80.52023333	1191	100.076															
1047	2016-10-03	2016-01-01	276	14:00:00	37.37451667	-80.52026667	1190	100.076															
1048	2016-10-03	2016-01-01	276	14:00:00	37.37451667	-80.52035	1182	100.076															
1049	2016-10-03	2016-01-01	276	14:00:00	37.37448333	-80.52033333	1193	100.076															
1050	2016-10-03	2016-01-01	276	14:30:00	37.37455	-80.52025	1184	100.076															
1051	2016-10-03	2016-01-01	276	14:30:00	37.3746	-80.52023333	1183	100.076															
1052	2016-10-03	2016-01-01	276	14:30:00	37.37458333	-80.52025	1181	100.076															
1053	2016-10-03	2016-01-01	276	14:30:00	37.37451667	-80.52021667	1185	100.076															
1054	2016-10-03	2016-01-01	276	14:30:00	37.37448333	-80.52025	1189	100.076															
1055	2016-10-03	2016-01-01	276	13:35:00	37.37428333	-80.52051667	1175	100.076															
1056	2016-10-03	2016-01-01	276	13:35:00	37.37431667	-80.52045	1185	100.076															
1057	2016-10-03	2016-01-01	276	13:35:00	37.37428333	-80.52041667	1183	100.076															
1058	2016-10-03	2016-01-01	276	13:35:00	37.37435	-80.52046667	1190	100.076															
1059	2016-10-03	2016-01-01	276	13:35:00	37.37428333	-80.52053333	1177	100.076															
1060	2016-10-03	2016-01-01	276	13:45:00	37.37428333	-80.52055	1185	100.076															
1061	2016-10-03	2016-01-01	276	13:45:00	37.37428333	-80.52046667	1183	100.076															
1062	2016-10-03	2016-01-01	276	13:45:00	37.3743	-80.52053333	1185	100.076															
1063	2016-10-03	2016-01-01	276	13:45:00	37.37426667	-80.52051667	1187	100.076															
1064	2016-10-03	2016-01-01	276	13:45:00	37.37423333	-80.52051667	1180	100.076															
1065	2016-10-03	2016-01-01	276	9:30:00	37.37426667	-80.5209	1185	100.076															
1066	2016-10-03	2016-01-01	276	9:30:00	37.3743	-80.5209	1183	100.076															
1067	2016-10-03	2016-01-01	276	9:30:00	37.37428333	-80.52088333	1194	100.076															
1068	2016-10-03	2016-01-01	276	9:30:00	37.3743	-80.52093333	1185	100.076															
1069	2016-10-03	2016-01-01	276	9:30:00	37.3743	-80.52095	1189	100.076															
1070	2016-10-03	2016-01-01	276	9:45:00	37.3739	-80.52053333	1190	100.076															
1071	2016-10-03	2016-01-01	276	9:45:00	37.37393333	-80.52056667	1200	100.076															
1072	2016-10-03	2016-01-01	276	9:45:00	37.37381667	-80.52058333	1194	100.076															
1073	2016-10-03	2016-01-01	276	9:45:00	37.37386667	-80.52056667	1194	100.076															
1074	2016-10-03	2016-01-01	276	9:45:00	37.37388333	-80.5206	1188	100.076															
1075	2016-10-03	2016-01-01	276	10:00:00	37.37386667	-80.52028333	1192	100.076															
1076	2016-10-03	2016-01-01	276	10:00:00	37.37383333	-80.52031667	1194	100.076															
1077	2016-10-03	2016-01-01	276	10:00:00	37.37376667	-80.52033333	1193	100.076															
1078	2016-10-03	2016-01-01	276	10:00:00	37.37383333	-80.5203	1198	100.076															
1079	2016-10-03	2016-01-01	276	10:00:00	37.37381667	-80.52041667	1196	100.076															
1080	2016-10-03	2016-01-01	276	10:30:00	37.37386667	-80.52005	1195	100.076															
1081	2016-10-03	2016-01-01	276	10:30:00	37.37385	-80.52001667	1196	100.076															
1082	2016-10-03	2016-01-01	276	10:30:00	37.37375	-80.52005	1200	100.076															
1083	2016-10-03	2016-01-01	276	10:30:00	37.3738	-80.52005	1195	100.076															
1084	2016-10-03	2016-01-01	276	10:30:00	37.37383333	-80.52005	1194	100.076															
1085	2016-10-03	2016-01-01	276	10:45:00	37.37378333	-80.5198	1192	100.076															
1086	2016-10-03	2016-01-01	276	10:45:00	37.3738	-80.51975	1191	100.076															
1087	2016-10-03	2016-01-01	276	10:45:00	37.37378333	-80.5197	1195	100.076															
1088	2016-10-03	2016-01-01	276	10:45:00	37.37376667	-80.51968333	1194	100.076															
1089	2016-10-03	2016-01-01	276	10:45:00	37.37381667	-80.51981667	1195	100.076															
1090	2016-10-03	2016-01-01	276	11:00:00	37.37363333	-80.51951667	1196	100.076															
1091	2016-10-03	2016-01-01	276	11:00:00	37.37358333	-80.51951667	1184	100.076															
1092	2016-10-03	2016-01-01	276	11:00:00	37.3736	-80.51951667	1201	100.076															
1093	2016-10-03	2016-01-01	276	11:00:00	37.37351667	-80.51945	1201	100.076															
1094	2016-10-03	2016-01-01	276	11:00:00	37.37355	-80.51953333	1202	100.076															
1095	2016-10-03	2016-01-01	276	11:30:00	37.37295	-80.51861667	1204	100.076															
1096	2016-10-03	2016-01-01	276	11:30:00	37.37293333	-80.51863333	1214	100.076															
1097	2016-10-03	2016-01-01	276	11:30:00	37.37305	-80.5186	1207	100.076															
1098	2016-10-03	2016-01-01	276	11:30:00	37.37295	-80.51858333	1213	100.076															
1099	2016-10-03	2016-01-01	276	11:30:00	37.37305	-80.51855	1206	100.076															
1100	2016-10-03	2016-01-01	276	12:00:00	37.37268333	-80.51863333	1201	100.076															
1101	2016-10-03	2016-01-01	276	12:00:00	37.3727	-80.5187	1204	100.076															
1102	2016-10-03	2016-01-01	276	12:00:00	37.37261667	-80.5186	1207	100.076															
1103	2016-10-03	2016-01-01	276	12:00:00	37.3726	-80.51861667	1204	100.076															
1104	2016-10-03	2016-01-01	276	12:00:00	37.37263333	-80.51865	1202	100.076															
1105	2016-10-20	2016-01-01	293	13:15:00	37.37288333	-80.51876667	1187	0															
1106	2016-10-20	2016-01-01	293	13:15:00	37.37285	-80.51873333	1191	0															
1107	2016-10-20	2016-01-01	293	13:15:00	37.37283333	-80.51875	1192	0															
1108	2016-10-20	2016-01-01	293	13:15:00	37.37285	-80.51873333	1194	0															
1109	2016-10-20	2016-01-01	293	13:30:00	37.37286667	-80.51873333	1196	0															
1110	2016-10-20	2016-01-01	293	13:30:00	37.37286667	-80.51873333	1197	0															
1111	2016-10-20	2016-01-01	293	13:30:00	37.37286667	-80.51871667	1199	0															
1112	2016-10-20	2016-01-01	293	13:30:00	37.37288333	-80.51871667	1201	0															
1113	2016-10-20	2016-01-01	293	13:30:00	37.3729	-80.51871667	1202	0															
1114	2016-10-20	2016-01-01	293	13:30:00	37.37293333	-80.5187	1203	0															
1115	2016-10-20	2016-01-01	293	13:00:00	37.37238333	-80.51983333	1198	0															
1116	2016-10-20	2016-01-01	293	13:00:00	37.37241667	-80.51983333	1198	0															
1117	2016-10-20	2016-01-01	293	13:00:00	37.3724	-80.51985	1199	0															
1118	2016-10-20	2016-01-01	293	15:00:00	37.37738333	-80.52206667	1172	0															
1119	2016-10-20	2016-01-01	293	15:00:00	37.37736667	-80.52203333	1175	0															
1120	2016-10-20	2016-01-01	293	15:00:00	37.37736667	-80.52205	1177	0															
1121	2016-10-20	2016-01-01	293	15:15:00	37.37733333	-80.52205	1178	0															
1122	2016-10-20	2016-01-01	293	15:15:00	37.37731667	-80.52203333	1177	0															
1123	2016-10-20	2016-01-01	293	15:15:00	37.37736667	-80.522	1177	0															
1124	2016-10-20	2016-01-01	293	15:30:00	37.37733333	-80.52203333	1176	0															
1125	2016-10-20	2016-01-01	293	15:30:00	37.37731667	-80.52203333	1173	0															
1126	2016-10-20	2016-01-01	293	15:30:00	37.3773	-80.52203333	1174	0															
1127	2016-10-20	2016-01-01	293	15:30:00	37.37733333	-80.522	1175	0															
1128	2016-10-20	2016-01-01	293	15:30:00	37.37735	-80.52198333	1176	0															
1129	2016-10-20	2016-01-01	293	15:45:00	37.37735	-80.52195	1178	0															
1130	2016-10-20	2016-01-01	293	15:45:00	37.37735	-80.52195	1178	0															
1131	2016-10-20	2016-01-01	293	15:45:00	37.37736667	-80.52195	1178	0															
1132	2016-10-20	2016-01-01	293	15:45:00	37.37736667	-80.52195	1176	0															
1133	2016-10-20	2016-01-01	293	15:45:00	37.37735	-80.52195	1177	0															
1134	2016-10-20	2016-01-01	293	16:00:00	37.3774	-80.5219	1174	0															
1135	2016-10-20	2016-01-01	293	16:00:00	37.37743333	-80.52188333	1174	0															
1136	2016-10-20	2016-01-01	293	16:00:00	37.37741667	-80.52186667	1174	0															
1137	2016-10-20	2016-01-01	293	16:00:00	37.3774	-80.52186667	1174	0															
1138	2016-10-20	2016-01-01	293	16:00:00	37.37741667	-80.52188333	1173	0															
1139	2016-10-20	2016-01-01	293	16:15:00	37.37728333	-80.52183333	1171	0															
1140	2016-10-20	2016-01-01	293	16:15:00	37.37726667	-80.52181667	1172	0															
1141	2016-10-20	2016-01-01	293	16:15:00	37.37726667	-80.5218	1172	0															
1142	2016-10-20	2016-01-01	293	16:15:00	37.37726667	-80.5218	1173	0															
1143	2016-10-20	2016-01-01	293	16:15:00	37.37726667	-80.5218	1172	0															
1144	2016-10-20	2016-01-01	293	16:30:00	37.37788333	-80.52188333	1174	0															
1145	2016-10-20	2016-01-01	293	16:30:00	37.37788333	-80.52185	1174	0															
1146	2016-10-20	2016-01-01	293	16:30:00	37.37788333	-80.52183333	1175	0															
1147	2016-10-20	2016-01-01	293	16:45:00	37.37756667	-80.52203333	1177	0															
1148	2016-10-20	2016-01-01	293	16:45:00	37.37758333	-80.5219	1173	0															
1149	2016-10-20	2016-01-01	293	16:45:00	37.3776	-80.52188333	1175	0															
1150	2016-10-03	2016-01-01	276	12:30:00	37.36566667	-80.51998333	1251	100.076															
1151	2016-10-03	2016-01-01	276	12:45:00	37.3655	-80.52121667	1241	100.076															
1152	2016-10-03	2016-01-01	276	13:00:00	37.36318333	-80.51951667	1276	100.076															
1153	2016-10-03	2016-01-01	276	13:30:00	37.3716	-80.52113333	1207	100.076															
sample_id	collection_date		Day	Time	gps_n	gps_w	altitude	weather	soil_condition	location_name	site_id												
1155	2017-05-22	2017-01-01	141	15:56	37.37433	-80.52047	1189	"overcast, humid"	wet	MLBS	A1												10.7.13
1156	2017-05-22	2017-01-01	141	14:58	37.37447	-80.52031	1181	"overcast, humid"	wet	MLBS	A2												10.7.13
1157	2017-06-26	2017-01-01	176	13:44	37.35365	-80.53622	1238	sunny 	wet	MLBS	B1												10.7.13
1162	2017-07-04	2017-01-01	184	14:35	37.3537	-80.53606	1251	"overcast, humid"	average	MLBS	B2												10.7.13
1163	2017-05-29	2017-01-01	148	15:06	37.37278	-80.51878	1196	"overcast, warm"	average	MLBS	C1												
1164	2017-05-29	2017-01-01	148	15:11	37.3729	-80.51879	1192	"overcast, warm"	average	MLBS	C2												
1165	2017-06-06	2017-01-01	156	17:26	37.37746297	-80.52215796	1181	"sunny, cool"	average	MLBS	D1												
1166	2017-06-07	2017-01-01	157	9:12	37.37745	-80.52209	1181	"sunny, cool"	average	MLBS	D2												
1167	2017-05-22	2017-01-01	141	15:07	37.37446	-80.52032	1182	"overcast, humid"	wet	MLBS	A3												
1168	2017-05-22	2017-01-01	141	15:16	37.37449	-80.52032	1183	"overcast, humid"	wet	MLBS	A3												
1169	2017-05-22	2017-01-01	141	15:19	37.37449	-80.52031	1184	"overcast, humid"	wet	MLBS	A3												
1170	2017-05-22	2017-01-01	141	15:24	37.37447	-80.52033	1187	"overcast, humid"	wet	MLBS	A3												
1171	2017-05-22	2017-01-01	141	15:29	37.37447	-80.52035	1186	"overcast, humid"	wet	MLBS	A3												
1172	2017-05-22	2017-01-01	141	15:34	37.37451	-80.52029	1187	"overcast, humid"	wet	MLBS	A4												
1173	2017-05-22	2017-01-01	141	15:38	37.37453	-80.52028	1187	"overcast, humid"	wet	MLBS	A4												
1174	2017-05-22	2017-01-01	141	15:43	37.37453	-80.52024	1188	"overcast, humid"	wet	MLBS	A4												
1175	2017-05-22	2017-01-01	141	15:46	37.37452	-80.52021	1188	"overcast, humid"	wet	MLBS	A4												
1176	2017-05-22	2017-01-01	141	15:50	37.37452	-80.52023	1188	"overcast, humid"	wet	MLBS	A4												
1177	2017-05-22	2017-01-01	141	16:02	37.37431	-80.52045	1189	"overcast, humid"	wet	MLBS	A5												
1178	2017-05-22	2017-01-01	141	16:05	37.37431	-80.52048	1187	"overcast, humid"	wet	MLBS	A5												
1179	2017-05-22	2017-01-01	141	16:08	37.37431	-80.52044	1186	"overcast, humid"	wet	MLBS	A5												
1180	2017-05-22	2017-01-01	141	16:13	37.37431	-80.52045	1188	"overcast, humid"	wet	MLBS	A5												
1181	2017-05-22	2017-01-01	141	16:16	37.37431	-80.52047	1187	"overcast, humid"	wet	MLBS	A5												
1182	2017-05-22	2017-01-01	141	16:21	37.37423	-80.52053	1188	"overcast, humid"	wet	MLBS	A6												
1183	2017-05-22	2017-01-01	141	16:25	37.37424	-80.52054	1188	"overcast, humid"	wet	MLBS	A6												
1184	2017-05-22	2017-01-01	141	16:27	37.37423	-80.52054	1188	"overcast, humid"	wet	MLBS	A6												
1185	2017-05-22	2017-01-01	141	16:30	37.37423	-80.52053	1189	"overcast, humid"	wet	MLBS	A6												
1186	2017-05-22	2017-01-01	141	16:34	37.37422	-80.52054	1189	"overcast, humid"	wet	MLBS	A6												
1187	2017-05-29	2017-01-01	148	13:58	37.3742	-80.52094	1186	"overcast, warm"	average	MLBS	M1												
1188	2017-05-29	2017-01-01	148	14:04	37.37426	-80.52098	1187	"overcast, warm"	average	MLBS	M1												
1189	2017-05-29	2017-01-01	148	14:07	37.37427	-80.52097	1195	"overcast, warm"	average	MLBS	M1												
1190	2017-05-29	2017-01-01	148	14:11	37.3742	-80.52099	1193	"overcast, warm"	wet	MLBS	M1												
1191	2017-05-29	2017-01-01	148	14:15	37.37421	-80.5209	1193	"overcast, warm"	average	MLBS	M1												
1192	2017-05-29	2017-01-01	148	14:18	37.37387	-80.52061	1192	"overcast, warm"	average	MLBS	M2												
1193	2017-05-29	2017-01-01	148	14:21	37.37383	-80.52071	1191	"overcast, warm"	average	MLBS	M2												
1194	2017-05-29	2017-01-01	148	14:23	37.37388	-80.52047	1194	"overcast, warm"	average	MLBS	M2												
1195	2017-05-29	2017-01-01	148	14:25	37.37382	-80.52051	1190	"overcast, warm"	wet	MLBS	M2												
1196	2017-05-29	2017-01-01	148	14:28	37.37386	-80.52063	1186	"overcast, warm"	average	MLBS	M2												
1197	2017-05-29	2017-01-01	148	14:31	37.37384	-80.52034	1193	"overcast, warm"	average	MLBS	M3												
1198	2017-05-29	2017-01-01	148	14:34	37.3738	-80.5204	1193	"overcast, warm"	average	MLBS	M3												
1199	2017-05-29	2017-01-01	148	14:39	37.37385	-80.52042	1181	"overcast, warm"	wet	MLBS	M3												
1200	2017-05-29	2017-01-01	148	14:41	37.37378	-80.52045	1184	"overcast, warm"	average	MLBS	M3												
1201	2017-05-29	2017-01-01	148	14:36	37.37378	-80.52039	1190	"overcast, warm"	average	MLBS	M3												
1202	2017-05-29	2017-01-01	148	14:47	37.37384	-80.5202	1184	"overcast, warm"	wet	MLBS	M4												
1203	2017-05-29	2017-01-01	148	14:50	37.37376	-80.52015	1187	"overcast, warm"	average	MLBS	M4												
1204	2017-05-29	2017-01-01	148	14:53	37.37385	-80.52008	1192	"overcast, warm"	average	MLBS	M4												
1205	2017-05-29	2017-01-01	148	14:55	37.37384	-80.52007	1187	"overcast, warm"	wet	MLBS	M4												
1206	2017-05-29	2017-01-01	148	14:58	37.37381	-80.52016	1181	"overcast, warm"	average	MLBS	M4												
1207	2017-06-12	2017-01-01	162	12:15	37.37394	-80.5797	1193	"sunny, warm"	average	MLBS	M5												
1208	2017-06-12	2017-01-01	162	12:18	37.37392	-80.51969	1189	"sunny, warm"	average	MLBS	M5												
1209	2017-06-12	2017-01-01	162	12:22	37.37371	-80.51971	1192	"sunny, warm"	average	MLBS	M5												
1210	2017-06-12	2017-01-01	162	12:24	37.37371	-80.51973	1181	"sunny, warm"	average	MLBS	M5												
1211	2017-06-12	2017-01-01	162	12:27	37.37367	-80.51973	1187	"sunny, warm"	average	MLBS	M5												
1212	2017-06-12	2017-01-01	162	12:54	37.37357	-80.51958	1194	"sunny, warm"	average	MLBS	M6												
1213	2017-06-12	2017-01-01	162	12:56	37.37348	-80.51964	1178	"sunny, warm"	average	MLBS	M6												
1214	2017-06-12	2017-01-01	162	13:00	37.37351	-80.51949	1172	"sunny, warm"	average	MLBS	M6												
1215	2017-06-12	2017-01-01	162	13:02	37.37354	-80.51955	1183	"sunny, warm"	average	MLBS	M6												
1216	2017-06-12	2017-01-01	162	13:05	37.3736	-80.51955	1190	"sunny, warm"	average	MLBS	M6												
1217	2017-07-04	2017-01-01	184	11:30	37.37291	-80.51876	1202	"overcast, humid"	average	MLBS	M7												
1218	2017-07-04	2017-01-01	184	11:35	37.3729	-80.51872	1205	"overcast, humid"	average	MLBS	M7												
1219	2017-07-04	2017-01-01	184	11:39	37.37298	-80.5186	1203	"overcast, humid"	average	MLBS	M7												
1220	2017-07-04	2017-01-01	184	11:43	37.37295	-80.51865	1202	"overcast, humid"	average	MLBS	M7												
1221	2017-07-04	2017-01-01	184	11:47	37.37295	-80.51863	1201	"overcast, humid"	average	MLBS	M7												
1222	2017-07-04	2017-01-01	184	11:08	37.37259	-80.51863	1206	"overcast, humid"	average	MLBS	M8												
1223	2017-07-04	2017-01-01	184	11:11	37.37261	-80.51862	1210	"overcast, humid"	average	MLBS	M8												
1224	2017-07-04	2017-01-01	184	11:14	37.37261	-80.51863	1200	"overcast, humid"	average	MLBS	M8												
1225	2017-07-04	2017-01-01	184	11:17	37.37262	-80.51859	1205	"overcast, humid"	average	MLBS	M8												
1226	2017-07-04	2017-01-01	184	11:21	37.37259	-80.51875	1208	"overcast, humid"	average	MLBS	M8												
1227	2017-06-19	2017-01-01	169	11:22	37.37275	-80.51874	1202	"thunderstorms, wet"	wet	MLBS	C3												
1228	2017-06-19	2017-01-01	169	11:25	37.37287	-80.51879	1206	"thunderstorms, wet"	wet	MLBS	C4												
1229	2017-06-19	2017-01-01	169	11:28	37.37286	-80.51875	1202	"thunderstorms, wet"	wet	MLBS	C5												
1230	2017-06-19	2017-01-01	169	11:30	37.37281	-80.51878	1198	"thunderstorms, wet"	wet	MLBS	C6												
1231	2017-06-19	2017-01-01	169	11:33	37.37289	-80.51868	1201	"thunderstorms, wet"	wet	MLBS	C7												
1232	2017-06-19	2017-01-01	169	11:36	37.37284	-80.51878	1200	"thunderstorms, wet"	wet	MLBS	C8												
1233	2017-06-19	2017-01-01	169	11:39	37.37294	-80.51871	1198	"thunderstorms, wet"	wet	MLBS	C9												
1234	2017-06-19	2017-01-01	169	11:41	37.37289	-80.51871	1199	"thunderstorms, wet"	wet	MLBS	C10												
1235	2017-06-19	2017-01-01	169	11:44	37.37293	-80.51868	1197	"thunderstorms, wet"	wet	MLBS	C11												
1236	2017-06-19	2017-01-01	169	11:47	37.37289	-80.51868	1201	"thunderstorms, wet"	wet	MLBS	C12												
1237	2017-07-04	2017-01-01	184	12:10	37.37296	-80.5199	1209	"overcast, humid"	average	MLBS	CT1												
1238	2017-07-04	2017-01-01	184	12:14	37.37234	-80.51992	1207	"overcast, humid"	average	MLBS	CT1												
1239	2017-07-04	2017-01-01	184	12:18	37.37234	-80.5199	1202	"overcast, humid"	average	MLBS	CT1												
1240	2017-06-06	2017-01-01	156	17:43	37.37740296	-80.52210297	1181	"sunny, cool"	average	MLBS	D3												
1241	2017-06-07	2017-01-01	157	9:14	37.37737	-80.52207	1178	"sunny, cool"	average	MLBS	D4												
1242	2017-06-07	2017-01-01	157	9:18	37.37735	-80.52204	1174	"sunny, cool"	average	MLBS	D5												
1243	2017-06-07	2017-01-01	157	9:33	37.37732	-80.52205	1177	"sunny, cool"	average	MLBS	D6												
1244	2017-06-07	2017-01-01	157	9:26	37.37734	-80.52205	1178	"sunny, cool"	average	MLBS	D7												
1245	2017-06-06	2017-01-01	156	17:28	37.377438	-80.52205796	1181	"sunny, cool"	average	MLBS	D8												
1246	2017-06-06	2017-01-01	156	17:33	37.37740204	-80.52205704	1181	"sunny, cool"	average	MLBS	D9												
1247	2017-06-06	2017-01-01	156	17:50	37.37737999	-80.52194799	1181	"sunny, cool"	average	MLBS	D10												
1248	2017-06-07	2017-01-01	157	9:44	37.3773	-80.52207	1181	"sunny, cool"	average	MLBS	D11												
1249	2017-06-06	2017-01-01	156	17:46	37.37734697	-80.52205796	1181	"sunny, cool"	average	MLBS	D12												
1250	2017-06-26	2017-01-01	176	11:03	37.37736	-80.52203	1172	sunny 	wet	MLBS	D13												
1251	2017-06-26	2017-01-01	176	11:09	37.37732	-80.52192	1176	sunny 	wet	MLBS	D14												
1252	2017-06-26	2017-01-01	176	11:11	37.37736	-80.5219	1174	sunny 	wet	MLBS	D14												
1253	2017-06-26	2017-01-01	176	11:14	37.37738	-80.52206	1183	sunny 	wet	MLBS	D14												
1254	2017-06-26	2017-01-01	176	11:22	37.37732	-80.52199	1180	sunny 	wet	MLBS	D14												
1255	2017-06-26	2017-01-01	176	11:25	37.37735	-80.52194	1181	sunny 	wet	MLBS	D14												
1256	2017-06-26	2017-01-01	176	11:37	37.3774	-80.52189	1184	sunny 	wet	MLBS	D15												
1257	2017-06-26	2017-01-01	176	11:40	37.37734	-80.52183	1176	sunny 	wet	MLBS	D15												
1258	2017-06-26	2017-01-01	176	11:43	37.37744	-80.52184	1180	sunny 	wet	MLBS	D15												
1259	2017-06-26	2017-01-01	176	11:50	37.37734	-80.52193	1190	sunny 	wet	MLBS	D15												
1260	2017-06-26	2017-01-01	176	11:54	37.37734	-80.52184	1180	sunny 	wet	MLBS	D15												
1261	2017-06-26	2017-01-01	176	12:13	37.3772	-80.52184	1179	sunny 	wet	MLBS	D16												
1262	2017-06-26	2017-01-01	176	12:16	37.37724	-80.5218	1179	sunny 	wet	MLBS	D16												
1263	2017-06-26	2017-01-01	176	12:19	37.37719	-80.52177	1183	sunny 	average	MLBS	D16												
1264	2017-06-26	2017-01-01	176	12:23	37.37711	-80.5219	1185	sunny 	wet	MLBS	D16												
1265	2017-06-26	2017-01-01	176	12:27	37.37715	-80.52193	1181	sunny 	average	MLBS	D16												
1266	2017-06-26	2017-01-01	176	13:00	37.37779	-80.52189	1176	sunny 	average	MLBS	D17												
1267	2017-06-26	2017-01-01	176	13:03	37.37777	-80.52166	1170	sunny 	wet	MLBS	D17												
1268	2017-06-26	2017-01-01	176	13:07	37.3779	-80.52175	1167	sunny 	wet	MLBS	D17												
1269	2017-07-04	2017-01-01	184	10:29	37.37756	-80.52203	1151	"overcast, humid"	average	MLBS	D18												
1270	2017-07-04	2017-01-01	184	10:33	37.37757	-80.52193	1174	"overcast, humid"	average	MLBS	D18												
1271	2017-07-04	2017-01-01	184	10:36	37.37756	-80.52186	1170	"overcast, humid"	average	MLBS	D18												
1272	2017-07-04	2017-01-01	184	12:45	37.36571	-80.51995	1244	"overcast, humid"	average	MLBS	ST1												
1273	2017-07-04	2017-01-01	184	13:11	37.36544	-80.52124	1233	"overcast, humid"	average	MLBS	ST3												
1274	2017-07-04	2017-01-01	184	13:30	37.36319	-80.51961	1272	"overcast, humid"	average	MLBS	ST4												
1275	2017-07-04	2017-01-01	184	13:57	37.3717	-80.52123	1192	"overcast, humid"	average	MLBS	SR1												
1276	2017-06-04	2017-01-01	154	10:40	35.60852	-83.44736	1640	"overcast, light rain"	average	GSNP	GSNP15												
1277	2017-06-04	2017-01-01	154	8:12	35.58543	-83.07417	1487	"sunny, hot, dry"	dry	GSNP	GSNP7												
1278	2017-06-04	2017-01-01	154	10:45	35.60821	-83.44783	1642	"overcast, light rain"	dry	GSNP	GSNP16												
1279	2017-06-05	2017-01-01	155	14:03	37.844079	-79.07655098	744	rainy	wet	CBTF	CBTF1												
1280	2017-06-05	2017-01-01	155	14:18	37.845071	-79.07681803	711	rainy	wet	CBTF	CBTF3												
1281	2017-06-05	2017-01-01	155	14:35	37.84743302	-79.07864202	658	rainy	wet	CBTF	CBTF5												
1282	2017-06-05	2017-01-01	155	14:54	37.84794297	-79.07774599	614	rainy	wet	CBTF	CBTF7												
1283	2017-06-05	2017-01-01	155	15:15	37.85036098	-79.07899498	531	rainy	wet	CBTF	CBTF9												
1284	2017-06-05	2017-01-01	155	14:11	37.84499899	-79.07737501	731	rainy	wet	CBTF	CBTF2												
1285	2017-06-05	2017-01-01	155	14:45	37.84661301	-79.07727099	642	rainy	wet	CBTF	CBTF6												
1286	2017-06-05	2017-01-01	155	15:23	37.85125801	-79.07914401	505	rainy	wet	CBTF	CBTF10												
1287	2017-06-05	2017-01-01	155	not recorded	35.61116	-83.44381	1706	not recorded	not recorded	GSNP	GSNP28												
1288	2017-06-05	2017-01-01	155	not recorded	35.61116	-83.44381	1706	not recorded	not recorded	GSNP	GSNP29												
1289	2017-06-06	2017-01-01	156	not recorded	35.62202	-83.47009	1234	not recorded	not recorded	GSNP	GSNP33												
1290	2017-06-06	2017-01-01	156	not recorded	35.6152	-83.47002	1351	not recorded	not recorded	GSNP	GSNP34												
1291	2017-06-06	2017-01-01	156	not recorded	35.6152	-83.47002	1351	not recorded	not recorded	GSNP	GSNP35												
1292	2017-06-06	2017-01-01	156	not recorded	35.6152	-83.47002	1351	not recorded	not recorded	GSNP	GSNP37												
1293	2017-06-06	2017-01-01	156	not recorded	35.61113	-83.46387	1417	not recorded	not recorded	GSNP	GSNP41												
1294	2017-06-06	2017-01-01	156	not recorded	35.61047	-83.45815	1464	not recorded	not recorded	GSNP	GSNP44												
